GeneradosRandom_1
n 200
c 80000
z 999999
time 9999.99
1,75,6112,0
2,100,1798,0
3,39,10625,0
4,72,10731,0
5,99,12001,0
6,87,9268,0
7,7,5214,0
8,69,3523,0
9,58,12103,0
10,75,15138,0
11,43,8042,0
12,48,13865,0
13,79,4046,0
14,2,13808,0
15,67,13509,0
16,5,15301,0
17,59,3982,0
18,54,3943,0
19,47,2542,0
20,95,9396,0
21,62,7012,0
22,97,3136,0
23,18,13788,0
24,73,13349,0
25,76,13865,0
26,90,14533,0
27,64,1776,0
28,66,5205,0
29,67,2643,0
30,33,15342,0
31,76,5027,0
32,14,11022,0
33,34,14647,0
34,30,4055,0
35,58,7071,0
36,76,3562,0
37,10,7375,0
38,12,5872,0
39,83,15614,0
40,88,3140,0
41,93,9816,0
42,40,2400,0
43,58,8581,0
44,33,7924,0
45,44,12059,0
46,35,10108,0
47,55,15757,0
48,73,2465,0
49,36,15410,0
50,36,7254,0
51,93,4169,0
52,98,11745,0
53,72,11367,0
54,65,14316,0
55,43,5478,0
56,76,9347,0
57,69,5823,0
58,14,6002,0
59,5,14968,0
60,32,3201,0
61,1,4471,0
62,57,6494,0
63,86,5271,0
64,100,3356,0
65,57,13536,0
66,9,9094,0
67,62,11279,0
68,1,10233,0
69,84,14692,0
70,93,11933,0
71,70,7425,0
72,65,8136,0
73,39,6239,0
74,43,2811,0
75,69,15313,0
76,83,12237,0
77,17,12360,0
78,68,10539,0
79,19,3372,0
80,83,7101,0
81,2,10447,0
82,4,13535,0
83,54,8522,0
84,55,1774,0
85,97,6629,0
86,3,6618,0
87,55,13035,0
88,80,10940,0
89,68,3850,0
90,83,5206,0
91,89,6342,0
92,41,4375,0
93,35,12128,0
94,37,6253,0
95,11,10859,0
96,59,12298,0
97,98,9693,0
98,9,2271,0
99,80,13995,0
100,22,4943,0
101,34,10759,0
102,6,4054,0
103,24,11753,0
104,41,13811,0
105,11,12675,0
106,88,4240,0
107,24,6890,0
108,83,15046,0
109,51,5942,0
110,58,2374,0
111,28,4999,0
112,68,9433,0
113,87,9425,0
114,47,11218,0
115,28,7464,0
116,87,7421,0
117,29,9976,0
118,36,14532,0
119,15,9374,0
120,2,14519,0
121,34,4262,0
122,43,2916,0
123,88,10218,0
124,52,6324,0
125,77,14213,0
126,24,5341,0
127,49,12616,0
128,48,9080,0
129,84,3646,0
130,70,3680,0
131,39,7770,0
132,54,6059,0
133,11,2814,0
134,43,12830,0
135,72,1997,0
136,18,2370,0
137,11,15816,0
138,1,11017,0
139,99,12493,0
140,85,9221,0
141,23,6384,0
142,9,3417,0
143,27,3174,0
144,15,4359,0
145,40,15041,0
146,18,11735,0
147,58,15451,0
148,91,5996,0
149,42,13763,0
150,89,14646,0
151,29,6082,0
152,21,10619,0
153,79,3485,0
154,70,4423,0
155,10,12092,0
156,97,13347,0
157,99,7008,0
158,42,4124,0
159,38,13751,0
160,57,4773,0
161,76,6683,0
162,28,15979,0
163,61,9828,0
164,72,15406,0
165,77,6722,0
166,8,11374,0
167,99,11754,0
168,3,15023,0
169,2,7593,0
170,13,7768,0
171,9,11593,0
172,32,12560,0
173,70,6809,0
174,32,12331,0
175,53,6396,0
176,73,5748,0
177,11,8899,0
178,3,15614,0
179,26,9010,0
180,99,15620,0
181,56,10401,0
182,85,3610,0
183,78,12349,0
184,40,13957,0
185,47,12222,0
186,53,7149,0
187,66,5717,0
188,11,7116,0
189,22,9018,0
190,15,3998,0
191,6,13654,0
192,70,12648,0
193,29,15366,0
194,20,9477,0
195,66,13296,0
196,21,7321,0
197,55,13454,0
198,49,4405,0
199,100,9453,0
200,46,3112,0
-----

GeneradosRandom_2
n 200
c 80000
z 999999
time 9999.99
1,36,8254,0
2,91,9977,0
3,44,9224,0
4,18,7072,0
5,44,5477,0
6,22,14864,0
7,57,15919,0
8,43,14226,0
9,90,11121,0
10,47,3821,0
11,22,2157,0
12,91,7315,0
13,5,11778,0
14,55,7211,0
15,42,7078,0
16,13,7800,0
17,1,7648,0
18,13,3845,0
19,29,2270,0
20,33,8097,0
21,74,5383,0
22,22,10013,0
23,87,11362,0
24,58,12530,0
25,81,15861,0
26,76,15360,0
27,89,4524,0
28,10,10999,0
29,29,13980,0
30,91,2949,0
31,70,13806,0
32,49,5373,0
33,37,4365,0
34,93,10749,0
35,67,14983,0
36,80,5569,0
37,64,15278,0
38,66,5081,0
39,61,11399,0
40,11,5733,0
41,77,10079,0
42,95,13389,0
43,31,1786,0
44,95,1873,0
45,5,1658,0
46,13,12501,0
47,28,6154,0
48,49,15674,0
49,88,12825,0
50,27,3503,0
51,29,11940,0
52,87,13625,0
53,77,15208,0
54,76,1860,0
55,31,15981,0
56,34,12725,0
57,85,13908,0
58,5,3719,0
59,12,9058,0
60,25,9659,0
61,66,15922,0
62,61,13957,0
63,29,5614,0
64,23,12037,0
65,7,3712,0
66,5,11683,0
67,98,9683,0
68,56,6605,0
69,26,11447,0
70,12,14300,0
71,49,8233,0
72,89,9063,0
73,80,9807,0
74,61,4407,0
75,87,3133,0
76,100,11165,0
77,92,15783,0
78,38,14977,0
79,70,12817,0
80,74,9011,0
81,68,7010,0
82,51,13904,0
83,95,12878,0
84,87,5200,0
85,14,9669,0
86,13,13319,0
87,15,6702,0
88,41,14253,0
89,68,12169,0
90,46,3480,0
91,65,13807,0
92,71,8534,0
93,46,4868,0
94,69,4455,0
95,29,5950,0
96,26,4253,0
97,86,3927,0
98,22,13439,0
99,55,15570,0
100,88,8164,0
101,6,15805,0
102,4,10462,0
103,16,15794,0
104,91,14681,0
105,77,12259,0
106,35,4579,0
107,59,15003,0
108,70,11515,0
109,67,2173,0
110,85,1715,0
111,77,3592,0
112,73,12477,0
113,87,15823,0
114,63,4907,0
115,21,7590,0
116,75,5703,0
117,77,10734,0
118,56,3112,0
119,28,3904,0
120,5,8648,0
121,88,6683,0
122,89,8884,0
123,2,15446,0
124,73,5001,0
125,47,4176,0
126,16,10214,0
127,85,6784,0
128,87,8421,0
129,89,10288,0
130,48,14284,0
131,9,7641,0
132,59,12550,0
133,6,12690,0
134,44,3972,0
135,10,4763,0
136,34,14366,0
137,9,9543,0
138,26,15923,0
139,79,9975,0
140,19,8436,0
141,82,12066,0
142,88,3539,0
143,59,7070,0
144,86,13440,0
145,52,12052,0
146,13,10238,0
147,38,14586,0
148,45,6981,0
149,52,11889,0
150,94,14900,0
151,32,10609,0
152,65,4094,0
153,53,3494,0
154,92,14000,0
155,61,15080,0
156,45,14698,0
157,80,14416,0
158,83,2617,0
159,33,7778,0
160,44,2653,0
161,56,7121,0
162,35,12158,0
163,21,11767,0
164,43,13001,0
165,31,13973,0
166,98,12082,0
167,15,3807,0
168,98,10703,0
169,80,6714,0
170,99,6225,0
171,90,6181,0
172,39,15444,0
173,66,11887,0
174,45,11905,0
175,82,14003,0
176,91,9481,0
177,33,5932,0
178,13,2758,0
179,40,12466,0
180,69,1791,0
181,24,3870,0
182,57,3670,0
183,15,10454,0
184,50,8797,0
185,35,8390,0
186,77,14695,0
187,3,8697,0
188,16,7320,0
189,24,5732,0
190,31,11399,0
191,76,3085,0
192,95,5090,0
193,29,2457,0
194,35,8192,0
195,21,13768,0
196,74,5822,0
197,74,13299,0
198,3,13535,0
199,40,14221,0
200,55,2150,0
-----

GeneradosRandom_3
n 200
c 80000
z 999999
time 9999.99
1,12,15792,0
2,48,10381,0
3,99,13973,0
4,91,7158,0
5,13,4080,0
6,89,2535,0
7,53,14335,0
8,34,10226,0
9,79,12683,0
10,62,11048,0
11,98,7581,0
12,17,5988,0
13,45,2178,0
14,36,6249,0
15,72,10881,0
16,65,15789,0
17,5,15207,0
18,91,5801,0
19,40,8854,0
20,28,2649,0
21,16,13297,0
22,46,4804,0
23,9,2784,0
24,13,13515,0
25,75,15660,0
26,50,7341,0
27,88,11653,0
28,86,8818,0
29,49,14417,0
30,83,12430,0
31,66,6627,0
32,17,3554,0
33,75,11646,0
34,79,14623,0
35,88,9256,0
36,20,11118,0
37,75,3898,0
38,1,13530,0
39,8,9056,0
40,73,10406,0
41,49,3604,0
42,87,13103,0
43,49,8388,0
44,20,2949,0
45,100,4224,0
46,91,4586,0
47,59,10502,0
48,96,6145,0
49,35,5564,0
50,40,15503,0
51,71,12873,0
52,8,11218,0
53,18,8359,0
54,46,10921,0
